RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7341,15578722,Bradley,689,France,Male,39,4,0,2,1,0,196112.45,0
7342,15815095,Burfitt,850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1
7343,15730360,Mackenzie,502,France,Male,30,4,0,2,1,1,66263.87,0
7344,15763194,Milanesi,643,France,Male,34,7,0,2,0,1,100304.13,0
7345,15720725,Shubin,762,France,Male,28,2,0,2,1,0,167909.52,0
7346,15567834,Nieves,719,France,Male,49,5,105918.1,1,1,1,16246.59,0
7347,15720644,Martin,789,France,Male,27,6,0,2,1,0,103603.65,0
7348,15811742,Jen,553,Spain,Male,42,7,0,2,1,0,7680.23,0
7349,15813363,Woods,448,Spain,Male,25,2,0,2,0,0,95215.73,0
7350,15717629,Docherty,632,Germany,Male,42,6,59972.26,2,0,1,148172.94,0
7351,15713160,Lin,669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0
7352,15568878,Cheng,654,Spain,Male,34,5,0,2,1,0,159311.46,0
7353,15809800,Korovina,726,France,Female,38,4,0,2,0,0,6787.48,0
7354,15736420,Macdonald,596,France,Male,21,4,210433.08,2,0,1,197297.77,1
7355,15757933,Hardy,733,Germany,Female,30,1,102452.71,1,1,0,21556.95,0
7356,15623072,Shaw,529,Spain,Female,35,5,0,2,1,0,56518,0
7357,15683993,Knight,493,France,Female,37,8,142987.46,2,1,0,158840.99,0
7358,15570947,Bruny,615,Spain,Female,29,7,143330.56,2,1,1,126396.01,0
7359,15797767,Ikedinachukwu,600,France,Female,49,6,0,1,0,1,148087.88,1
7360,15731989,Moran,666,France,Male,36,4,120165.4,2,1,0,33701.5,0
7361,15591035,Macleod,644,Spain,Male,54,6,0,1,0,1,84622.37,0
7362,15586479,Yin,692,France,Female,36,4,0,1,1,0,185580.89,1
7363,15605872,Felix,707,France,Male,73,6,66573.17,1,1,1,62768.8,0
7364,15666012,Rippey,603,France,Male,40,4,102833.46,2,1,1,38829.11,0
7365,15641733,Mishina,671,France,Female,34,5,164757.56,1,1,0,110748.88,0
7366,15593178,Graham,568,Spain,Female,36,10,153610.61,1,1,1,54083.8,1
7367,15649183,Johnston,598,Spain,Female,35,8,0,3,0,1,88658.73,0
7368,15736399,Korovin,606,Spain,Male,42,10,0,2,1,0,177938.52,0
7369,15751137,Lei,850,Germany,Female,36,3,169025.83,1,1,0,174235.06,0
7370,15757188,Chimaijem,644,Spain,Female,26,4,153455.72,2,1,1,82696.84,0
7371,15726167,Scott,655,France,Male,37,4,0,2,1,1,142415.97,0
7372,15624850,Grant,850,France,Male,30,10,153972.89,2,1,0,62811.03,0
7373,15717700,McIntyre,683,Spain,Male,34,9,114609.55,2,0,1,25339.29,0
7374,15716347,Griffin,663,Germany,Male,37,7,143625.83,2,0,1,176487.05,0
7375,15696287,Converse,682,Germany,Female,38,1,116520.28,1,1,1,49833.5,1
7376,15638871,Ch'ang,639,France,Male,77,6,80926.02,2,1,1,55829.25,0
7377,15765093,Coates,704,France,Male,23,6,166594.78,1,1,1,155823.2,0
7378,15592999,Reid,691,France,Female,40,0,115465.98,1,1,1,60622.61,0
7379,15641715,Ts'ui,599,France,Male,34,8,0,2,1,1,174196.68,0
7380,15607746,Belstead,573,France,Female,36,1,0,1,1,1,56905.38,0
7381,15625311,Dickinson,589,Germany,Female,41,7,92618.62,1,1,1,101178.85,0
7382,15573077,Nwora,620,Germany,Female,25,8,141825.88,1,1,1,73857.94,1
7383,15735106,Bishop,647,Spain,Male,28,6,149594.02,2,1,0,102325.19,0
7384,15672912,Loggia,737,Spain,Female,39,7,130051.66,2,0,0,55356.39,1
7385,15589881,Rowe,634,France,Female,41,7,0,2,1,1,131284.93,0
7386,15660144,Balashov,660,France,Male,38,4,0,2,0,0,88080.43,0
7387,15664083,Ulyanova,666,Germany,Female,37,2,158468.76,1,0,1,93266.01,0
7388,15690898,Bogolyubova,696,France,Male,44,8,161889.79,1,0,0,75562.47,0
7389,15808023,Remington,836,France,Female,29,9,133681.78,1,1,1,153747.73,0
7390,15676909,Mishin,667,Spain,Female,34,5,0,2,1,0,163830.64,0
7391,15764922,Tu,596,Spain,Male,20,3,187294.46,1,1,0,103456.47,0
7392,15766734,Castiglione,430,France,Male,31,5,0,1,1,0,95655.16,0
7393,15795079,Nnaife,596,Spain,Male,67,6,0,2,1,1,138350.74,0
7394,15757434,Yang,599,France,Male,28,7,119706.22,1,0,0,31190.42,0
7395,15673747,Ayers,519,France,Female,22,8,0,1,0,1,167553.06,0
7396,15808386,Cocci,721,Germany,Female,45,7,138523.2,1,0,0,59604.45,1
7397,15603565,Mackenzie,603,Spain,Female,56,5,90778.76,2,1,0,162223.67,1
7398,15744044,Fiorentini,572,Germany,Male,47,4,99353.42,1,1,0,196549.85,1
7399,15577771,Akabueze,453,Germany,Female,40,1,111524.49,1,1,1,120373.84,1
7400,15769548,Hyde,668,France,Female,37,7,128645.67,1,1,0,92149.64,0
7401,15802071,Levi,762,Germany,Male,35,1,117458.51,1,0,1,178361.48,1
7402,15677395,Nwabugwu,633,France,Female,39,9,129189.15,2,0,0,170998.83,0
7403,15632010,Chia,647,Spain,Male,33,7,121260.19,2,1,0,77216.48,0
7404,15779492,Trevisano,796,Spain,Male,56,6,94231.13,1,0,0,121164.6,1
7405,15694677,Bennetts,733,France,Male,39,1,0,2,1,1,141841.31,0
7406,15704315,Teng,556,France,Male,34,8,163757.06,1,1,1,104000.06,0
7407,15742009,Hsueh,489,Spain,Male,58,4,0,2,1,1,191419.32,0
7408,15766663,Mahmood,639,France,Male,22,4,0,2,1,0,28188.96,0
7409,15742297,Sinclair,715,France,Male,35,2,141005.47,1,1,1,60407.93,0
7410,15688059,Chin,807,Germany,Female,42,9,105356.09,2,1,1,130489.37,0
7411,15752344,She,714,Spain,Male,34,5,0,2,1,0,193040.32,0
7412,15698749,He,626,Germany,Female,23,6,85897.95,1,1,0,109742.8,0
7413,15631693,Hill,697,France,Male,36,7,0,2,1,1,74760.32,0
7414,15604536,Vachon,850,Germany,Female,31,4,164672.66,1,0,1,61936.1,0
7415,15802869,Ball,737,Germany,Female,45,2,99169.67,2,1,1,78650.95,0
7416,15635598,Hsieh,812,France,Male,29,6,0,2,0,0,168023.6,0
7417,15592326,Baker,583,France,Male,36,8,0,2,0,1,5571.59,0
7418,15736533,Monaldo,730,Germany,Female,37,5,124053.03,1,1,0,118591.67,0
7419,15647191,Lucchesi,677,France,Male,36,4,0,2,1,0,7824.31,0
7420,15622507,Hamilton,748,Germany,Female,40,3,103499.09,2,0,0,38153.19,0
7421,15765487,Kuo,753,Germany,Female,38,9,151766.71,1,1,1,180829.99,0
7422,15646521,Fan,634,Spain,Female,36,1,0,1,1,1,143960.72,0
7423,15746258,Wright,622,France,Male,29,7,101486.96,1,1,1,8788.35,0
7424,15692430,Milano,699,Germany,Male,36,2,123601.56,2,1,0,103557.85,0
7425,15625501,Wall,570,Germany,Male,38,1,127201.58,1,1,0,147168.28,1
7426,15640521,Chidumaga,552,Germany,Male,33,3,144962.74,1,1,0,58844.84,1
7427,15790630,Olisaemeka,619,France,Female,48,4,0,1,0,0,18094.96,1
7428,15664720,Kovalyova,714,Spain,Male,33,8,122017.19,1,0,0,162515.17,0
7429,15750055,Onio,503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0
7430,15644878,Hill,685,Spain,Female,43,6,117302.62,1,0,0,68701.73,0
7431,15754578,Okeke,606,France,Female,35,0,135984.15,2,1,0,186778.89,0
7432,15705379,Upjohn,678,France,Male,38,3,0,2,1,0,66561.6,0
7433,15761047,H?,724,Germany,Male,31,2,160997.54,2,0,1,64831.36,0
7434,15671293,Marcus,779,Germany,Female,37,2,128389.63,1,1,1,6589.16,1
7435,15687527,Yobachukwu,638,Spain,Male,35,1,0,2,1,0,165370.66,0
7436,15647898,Russell,610,Spain,Female,50,5,130554.51,3,1,0,184758.17,1
7437,15671534,Hovell,646,Germany,Female,57,6,90212,1,1,0,13911.27,1
7438,15591248,Chukwumaobim,628,France,Female,29,9,71996.29,1,1,1,34857.46,0
7439,15676156,Boyle,528,France,Female,32,4,85615.66,2,1,0,156192.43,0
7440,15812918,Scott,432,France,Female,27,6,62339.81,2,0,0,53874.67,0
7441,15604130,Johnstone,622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0
7442,15700549,Alvares,721,France,Male,54,5,0,2,1,1,4493.12,0
7443,15715519,McDavid,614,Spain,Male,36,5,0,2,1,0,130610.78,0
7444,15707042,Dellucci,634,France,Female,24,2,87413.19,1,1,0,63340.65,0
7445,15605276,Brothers,742,France,Female,29,4,0,2,1,1,180066.59,0
7446,15630592,Sanders,516,France,Female,45,4,0,1,1,0,95273.73,1
7447,15636626,Morrison,718,France,Male,35,3,97560.16,1,1,1,53511.74,0
7448,15740411,Molle,636,Germany,Male,30,8,141787.31,2,1,1,109685.61,0
7449,15593834,Genovese,691,Spain,Male,36,7,129934.64,1,0,0,75664.56,1
7450,15804235,Zetticci,698,France,Female,37,2,166178.02,2,1,1,71972.95,0
7451,15679801,Hsueh,712,Spain,Female,39,5,163097.55,2,1,1,23702.42,0
7452,15673907,Alexander,659,France,Male,20,8,0,2,0,0,112572.02,0
7453,15636562,Muravyova,573,Spain,Male,44,8,0,2,0,0,62424.46,0
7454,15702571,Wright,778,Germany,Female,35,1,151958.19,3,1,1,131238.37,1
7455,15627365,Calabresi,732,France,Male,46,0,0,2,1,1,184350.78,0
7456,15748499,Johnson,550,Germany,Male,33,4,118400.91,1,0,1,13999.64,1
7457,15598614,Lucchesi,790,Spain,Male,20,8,0,2,1,0,168152.76,0
7458,15668889,Galgano,665,Germany,Female,43,2,116322.27,4,1,0,35640.12,1
7459,15800049,Grigoryeva,728,Spain,Female,43,5,0,1,1,1,120088.17,0
7460,15583724,Raymond,645,Spain,Female,29,4,0,2,1,1,74346.11,0
7461,15622083,Paterson,647,Germany,Male,30,6,143138.91,2,1,0,2955.46,0
7462,15645571,Genovese,596,Spain,Male,32,4,0,2,0,1,146504.35,0
7463,15598266,Martin,610,France,Male,40,9,0,1,1,1,149602.54,0
7464,15667934,Moretti,512,France,Male,36,0,129804.17,1,1,0,53020.9,0
7465,15569682,Leckie,768,Germany,Male,37,9,108308.11,1,1,0,41788.25,1
7466,15772941,Lane,666,Germany,Male,30,3,110153.27,1,0,1,74849.46,0
7467,15586174,Brodney,700,Germany,Female,30,4,116377.48,1,1,1,134417.31,0
7468,15803682,Angelo,651,Germany,Female,37,10,117791.06,2,1,1,75837.58,0
7469,15627328,Millar,542,Spain,Female,26,2,0,2,1,1,54869.54,0
7470,15717065,Balashov,686,France,Female,35,8,105419.73,1,1,0,35356.46,0
7471,15602456,Afanasyev,850,Germany,Female,47,4,99219.47,2,1,1,122141.13,0
7472,15721569,Chialuka,658,Germany,Female,55,8,119327.93,1,0,1,119439.66,0
7473,15573798,Yermolayev,448,France,Female,36,6,83947.12,2,1,0,81999.53,0
7474,15638272,Tien,609,Spain,Male,32,4,99883.16,1,1,1,120594.85,0
7475,15799859,Lucchesi,704,France,Male,50,4,165438.26,1,1,0,120770.75,1
7476,15599152,Lai,698,France,Male,31,1,156111.24,1,0,0,134790.74,0
7477,15737909,Bates,759,France,Male,44,2,111095.58,2,1,0,100137.7,0
7478,15646190,Saunders,677,France,Female,56,0,119963.45,1,0,0,158325.87,1
7479,15711249,Chukwuemeka,544,Spain,Male,22,4,0,2,1,0,70007.67,0
7480,15671987,Meagher,567,Spain,Male,35,8,153137.74,1,1,0,88659.07,0
7481,15812766,Golubeva,490,Spain,Male,40,6,156111.08,1,0,0,190889.13,0
7482,15778589,Collier,626,France,Male,34,7,113014.7,2,1,1,56646.28,0
7483,15750104,Chan,718,Germany,Male,43,5,132615.73,2,1,0,32999.1,0
7484,15784526,Chen,616,France,Male,44,5,102016.38,1,0,1,178235.37,1
7485,15646563,Wright,772,France,Female,35,9,0,1,0,1,25448.31,0
7486,15744423,Cocci,561,France,Male,32,5,0,2,1,0,84871.99,0
7487,15593694,Williams,814,France,Male,49,8,0,2,0,0,157822.54,0
7488,15785367,McGuffog,651,France,Female,56,4,0,1,0,0,84383.22,1
7489,15687765,Chukwujamuike,538,Germany,Female,42,4,80380.24,1,1,0,119216.46,0
7490,15789014,Scott,600,France,Female,26,6,108909.12,1,1,0,82547.01,0
7491,15703177,Bell,654,France,Female,35,2,90865.8,1,1,1,86764.46,0
7492,15660263,Olisaemeka,622,France,Male,40,4,99799.76,2,1,0,197372.13,0
7493,15776545,Napolitani,682,France,Male,28,10,200724.96,1,0,1,82872.64,1
7494,15683276,Sargood,610,Spain,Female,37,10,140363.95,2,1,1,129563.86,0
7495,15599272,Harrington,795,France,Female,36,1,151844.64,1,1,1,135388.89,0
7496,15589541,Sutherland,557,France,Female,27,2,0,2,0,1,4497.55,0
7497,15608804,Allan,824,Germany,Male,49,8,133231.48,1,1,1,67885.37,0
7498,15645820,Folliero,698,France,Male,27,7,0,2,1,0,111471.55,0
7499,15659031,Mordvinova,630,France,Female,36,8,126598.99,2,1,1,134407.93,0
7500,15790113,Schofield,609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1
7501,15652289,Williams,694,France,Male,47,4,0,2,1,0,197528.62,0
7502,15605341,Baird,681,France,Female,58,8,93173.88,1,1,1,139761.25,0
7503,15697844,Whitehouse,721,Spain,Female,32,10,0,1,1,0,136119.96,1
7504,15652048,Thompson,563,Germany,Male,44,7,105007.31,2,1,1,197812.16,0
7505,15587038,Ogochukwu,654,Spain,Female,32,2,0,1,1,1,51972.92,1
7506,15660528,Niu,659,Spain,Male,27,4,0,2,1,0,99341.87,0
7507,15700300,Okoli,674,Germany,Female,44,4,131593.85,1,0,1,171345.02,1
7508,15642001,Lorenzen,576,Germany,Male,44,9,119530.52,1,1,0,119056.68,1
7509,15580366,Okechukwu,566,Germany,Male,54,4,118614.6,2,1,1,172601.62,0
7510,15657228,Anderson,545,Germany,Male,37,9,95829.13,2,0,1,104936.88,0
7511,15729377,Ku,798,France,Male,36,1,0,2,1,1,159044.1,0
7512,15686913,Kung,757,France,Male,38,0,0,1,1,0,83263.06,0
7513,15631267,Lu,641,France,Male,50,6,153590.73,2,1,1,130910.78,0
7514,15632275,Trevisano,718,France,Male,29,2,0,1,1,0,126336.72,0
7515,15715907,Onwubiko,699,France,Male,64,9,113109.52,1,1,0,27980.8,1
7516,15764841,Vidler,623,France,Female,35,0,130557.24,1,1,1,47880.71,0
7517,15748649,Shen,644,France,Male,40,8,93183.19,1,1,0,73882.49,0
7518,15771409,McGregor,586,France,Male,58,7,151933.63,1,1,0,162960.05,1
7519,15779207,Nnamdi,500,Germany,Male,30,2,125495.64,2,1,1,68807.47,0
7520,15814116,Castiglione,583,France,Female,42,7,0,2,1,0,144039.05,0
7521,15665087,Bergamaschi,595,Germany,Female,26,8,118547.72,1,1,1,151192.18,0
7522,15611189,Allingham,670,Spain,Male,43,1,97792.21,1,0,0,120225.62,0
7523,15729718,Stelzer,610,France,Male,41,6,0,3,0,0,56118.81,1
7524,15733602,Rubin,814,Spain,Female,72,2,0,2,0,1,130853.03,0
7525,15620103,Ho,660,France,Female,40,8,167181.01,1,1,1,185156.94,0
7526,15770406,Watson,580,Germany,Male,35,9,121355.19,1,0,1,35671.45,0
7527,15800554,Perry,850,France,Female,81,1,0,2,1,1,59568.24,0
7528,15611409,Sun,676,Spain,Male,35,0,0,2,0,0,139911.58,0
7529,15646535,Harrell,578,France,Male,46,5,113226.47,1,1,0,56770.76,0
7530,15575430,Robson,579,France,Female,33,1,118392.75,1,1,1,157564.75,0
7531,15711299,Wilson,711,Germany,Female,52,8,145262.54,1,0,1,131473.31,0
7532,15642063,Kelechi,692,France,Male,40,6,163505.16,1,0,0,90424.09,0
7533,15706602,Bates,760,Spain,Female,33,1,118114.28,2,0,1,156660.21,0
7534,15592773,Eberegbulam,630,Germany,Female,51,0,108449.23,3,0,0,88372.69,1
7535,15786539,Olisaemeka,808,France,Male,32,1,0,2,1,1,46200.71,0
7536,15737542,Davey,611,Germany,Female,36,10,103294.56,1,1,0,160548.12,0
7537,15590234,De Luca,697,France,Female,42,1,0,1,1,0,1262.83,1
7538,15773776,Ho,655,France,Female,38,6,0,1,1,1,188639.28,0
7539,15728082,Vasiliev,601,Spain,Male,28,6,0,2,1,0,14665.28,0
7540,15609987,Smith,755,France,Male,42,2,119919.12,1,1,0,156868.21,0
7541,15735330,Sung,553,France,Male,37,1,0,1,1,0,30461.55,0
7542,15649430,White,723,France,Male,28,4,0,2,1,1,123885.88,0
7543,15768777,Wang,507,Spain,Female,34,4,0,2,1,1,60688.38,0
7544,15777893,Davide,777,France,Male,43,1,0,2,1,0,21785.91,0
7545,15791326,Nnamdi,566,France,Male,34,3,0,1,0,0,188135.69,0
7546,15615176,Welsh,732,France,Male,26,7,0,2,1,0,154364.66,0
7547,15735221,Sousa,697,France,Female,42,10,0,2,1,0,61312.15,0
7548,15617991,Andrews,555,France,Male,29,4,128744.04,1,1,1,47454.93,0
7549,15658504,Chiawuotu,584,Germany,Female,62,9,137727.34,2,0,1,121102.9,0
7550,15785705,Thomson,705,Germany,Female,44,10,106731.58,1,1,0,137419.87,1
7551,15801817,Carpenter,688,France,Female,38,7,123544.21,1,1,1,157664.02,0
7552,15752578,Yefimova,626,France,Female,37,2,133968.96,2,1,0,148689.65,0
7553,15781574,Ma,636,Spain,Male,76,9,126534.6,1,1,1,39789.62,0
7554,15792107,Black,719,Spain,Female,35,8,0,1,1,1,165162.4,0
7555,15569917,Obijiaku,706,Spain,Male,30,6,87609.68,2,0,0,137674.55,1
7556,15721504,King,731,Spain,Male,41,3,0,2,1,0,101371.72,0
7557,15757306,Miller,738,Spain,Male,49,3,0,3,1,1,65066.48,1
7558,15647295,Chin,426,France,Male,34,9,0,2,1,0,107876.91,0
7559,15642098,Cox,622,Spain,Female,36,0,108960,2,1,0,111180.3,1
7560,15696120,Wallace,701,Spain,Female,30,2,0,2,1,0,115650.63,0
7561,15675176,Price,512,France,Male,51,6,144953.31,1,1,1,165035.17,0
7562,15700046,Yuan,635,France,Male,41,4,103544.88,2,1,0,193746.55,0
7563,15782089,Mullen,685,France,Male,33,6,0,1,1,0,58458.26,0
7564,15706394,Howell,609,France,Male,53,7,0,2,0,1,52332.85,0
7565,15759387,McIntosh,598,Germany,Male,38,1,101487.18,1,1,1,75959.1,1
7566,15623369,Clifton,708,France,Male,52,10,105355.81,1,1,0,123.07,1
7567,15732943,Okwuoma,574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1
7568,15750545,Chidiebere,629,France,Male,44,5,0,4,0,0,117572.59,1
7569,15809909,Fan,422,Spain,Female,54,4,0,2,1,1,7166.71,0
7570,15642448,Onyemauchechukwu,656,Spain,Male,28,8,120047.77,1,1,1,137173.39,0
7571,15791944,Harker,697,France,Male,32,7,175464.85,3,1,0,116442.42,1
7572,15768342,Bolton,718,France,Male,52,8,79475.3,3,1,1,32421.32,1
7573,15567919,Lazarev,586,Germany,Male,37,8,167735.69,2,0,1,104665.79,0
7574,15674750,Alexeyeva,481,Spain,Female,37,8,0,2,1,0,44215.86,0
7575,15778345,Stevens,749,France,Female,33,1,74385.98,1,1,0,20164.47,0
7576,15687634,Glover,561,Germany,Male,49,5,94754,1,1,1,26691.31,0
7577,15666096,Ibekwe,676,Spain,Male,27,4,0,1,0,1,107955.67,0
7578,15581700,Paterson,615,Germany,Male,43,3,86920.86,1,1,1,150048.37,0
7579,15656417,Marsh,582,France,Female,39,1,132077.48,2,1,0,192255.15,0
7580,15649101,Reeves,601,France,Male,40,10,127847.86,1,0,0,173245.68,0
7581,15781975,Rees,708,France,Male,34,3,0,1,0,1,121457.88,1
7582,15700511,Hanson,708,Germany,Male,42,9,176702.36,2,1,1,104804.74,0
7583,15770255,Onwughara,797,Germany,Female,33,10,83555.58,1,0,0,69767.14,0
7584,15643574,Odinakachukwu,682,France,Male,26,8,0,2,1,0,178373.43,0
7585,15595010,Huang,694,Spain,Female,39,9,0,2,0,0,99924.04,0
7586,15580579,Trevisani,490,France,Female,40,1,0,1,1,1,49594.19,1
7587,15748532,Dale,828,Spain,Male,42,10,0,1,1,1,186071.14,0
7588,15773789,Pavlova,594,Spain,Female,38,7,96858.35,1,1,0,77511.45,0
7589,15600027,Meng,579,Spain,Male,33,1,0,2,1,1,54816.57,0
7590,15620832,Dean,723,France,Female,35,0,0,2,0,1,61290.99,0
7591,15568819,Chiganu,619,Germany,Female,42,8,132796.04,3,1,1,191821.35,1
7592,15748691,Lung,794,Spain,Female,30,1,154970.54,1,0,1,156768.45,0
7593,15583552,Donaldson,674,Germany,Male,44,3,88902.21,1,1,0,73731.32,0
7594,15588019,Li Fonti,418,France,Male,28,7,98738.92,1,1,0,122190.22,0
7595,15713250,Izmailova,502,France,Male,33,8,0,2,1,1,123509.01,0
7596,15569595,Walker,678,France,Female,50,6,0,1,1,0,8199.5,0
7597,15794868,Nnonso,599,Germany,Male,40,10,137456.28,2,1,1,14113.11,0
7598,15576680,Stevenson,736,France,Male,29,4,0,2,0,0,51705.01,0
7599,15613699,Schnaars,430,France,Female,60,7,73937.02,1,1,0,161937.62,1
7600,15609758,Geoghegan,537,France,Female,45,7,158621.04,1,1,0,120892.96,1
7601,15762392,Ilyina,683,Spain,Male,30,1,113257.2,1,1,1,65035.02,0
7602,15693382,Muir,828,France,Male,31,9,0,1,0,1,164257.37,0
7603,15791769,Gardener,691,France,Female,29,9,116536.43,1,1,0,51987.99,0
7604,15712483,Chidi,608,Spain,Female,28,4,0,2,1,0,10899.63,1
7605,15636454,Fu,691,France,Female,60,6,101070.69,1,1,0,177355.8,1
7606,15710138,Sun,718,Spain,Male,39,6,0,2,0,1,63889.1,0
7607,15571571,Ting,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0
7608,15638751,Ashton,838,Spain,Female,41,5,0,2,1,0,81313.51,0
7609,15598574,Uwakwe,695,Spain,Female,31,5,0,2,0,1,13998.88,0
7610,15796787,Vassiliev,681,France,Male,46,0,105969.42,1,1,0,5771.56,0
7611,15615670,Kazakova,762,France,Male,36,5,119547.46,1,1,1,42693.65,0
7612,15705506,Perry,751,Spain,Male,38,7,0,2,0,0,90839.61,0
7613,15599535,Howell,678,Spain,Male,28,5,138668.18,1,1,1,54144.01,0
7614,15768449,Ricci,634,France,Female,37,7,51582.5,2,1,1,184312.88,0
7615,15725002,Smith,749,France,Male,37,7,0,2,1,0,20306.79,0
7616,15611682,Rossi,590,Spain,Male,37,6,169902.92,1,1,1,128256.18,0
7617,15749964,Jones,610,France,Female,27,4,87262.4,2,1,0,182720.07,0
7618,15678779,Quezada,502,France,Male,33,7,0,2,0,1,4082.52,0
7619,15752601,McCulloch,578,France,Female,40,7,0,2,0,0,102233.73,0
7620,15758477,Tobeolisa,547,France,Female,32,2,0,2,1,0,132002.83,0
7621,15629133,Black,579,France,Female,27,9,0,2,1,0,126838.7,0
7622,15604963,Fraser,661,France,Male,39,5,0,2,0,0,181461.46,0
7623,15796413,Green,794,France,Male,46,6,0,2,1,0,195325.74,0
7624,15812470,Allan,719,France,Male,61,5,0,2,0,1,29132.43,0
7625,15587443,Akudinobi,728,France,Female,69,1,0,2,1,1,131804.86,0
7626,15689692,Walker,598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0
7627,15779586,Olisaemeka,822,Germany,Female,46,3,115074.02,2,1,0,26249.86,0
7628,15667588,Arcuri,670,Spain,Female,40,3,0,1,1,1,182650.15,0
7629,15624423,Liu,850,France,Male,28,8,99986.98,1,1,0,196582.55,0
7630,15591107,Flemming,723,Germany,Female,68,3,110357,1,0,0,141977.54,1
7631,15748986,Bischof,705,Germany,Male,42,8,166685.92,2,1,1,55313.51,0
7632,15793896,John,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0
7633,15620570,Sinnett,736,France,Male,43,4,202443.47,1,1,0,72375.03,0
7634,15727811,Ts'ui,661,Germany,Female,47,0,109493.62,1,0,0,188324.01,1
7635,15707681,Pokrovsky,501,Germany,Male,38,9,88977.39,2,0,1,133403.07,0
7636,15702030,Azarov,516,France,Female,29,2,104982.57,1,1,0,157378.5,0
7637,15673238,McCarthy,517,Germany,Female,59,8,154110.99,2,1,0,101240.08,1
7638,15604196,Simpson,766,France,Male,32,6,185714.28,1,1,1,102502.5,0
7639,15769356,Stevenson,520,Germany,Female,23,3,116022.53,2,1,1,37577.66,0
7640,15665590,Moore,541,France,Male,46,6,0,2,1,1,83456.67,0
7641,15572361,Chill,790,Germany,Female,34,2,164011.48,1,1,0,199420.41,0
7642,15667460,Moore,797,France,Male,31,9,0,2,1,1,24748.89,0
7643,15654760,Su,811,France,Male,40,1,101514.89,1,1,1,121765,0
7644,15632669,Rees,722,Spain,Female,32,4,0,2,1,1,113666.48,0
7645,15613673,Lung,675,France,Male,28,9,0,1,1,0,134110.93,0
7646,15698522,Thomas,660,Germany,Male,39,9,134599.33,2,1,0,183095.87,0
7647,15741633,Fuller,566,Spain,Male,32,10,147511.26,1,1,1,159891.03,0
7648,15674583,Trevisani,768,France,Male,25,0,78396.08,1,1,1,8316.19,0
7649,15665374,Dumolo,610,Spain,Female,31,5,0,2,0,0,63736.36,0
7650,15588854,Wu,715,France,Female,31,3,110581.29,1,1,1,94715.24,0
7651,15810716,Kerr,750,Germany,Male,42,8,151836.36,2,1,0,68695.38,0
7652,15776921,Geoghegan,431,Germany,Male,45,5,83624.55,2,0,0,36899.62,0
7653,15569394,Bailey,704,France,Male,24,2,148197.15,2,1,0,182775.08,0
7654,15788215,Hsia,535,Spain,Female,30,5,122924.75,1,0,0,62390.59,1
7655,15641007,Holden,614,France,Female,38,4,72594,1,1,1,76042.48,0
7656,15594651,Milani,748,France,Male,38,4,115221.36,1,0,1,70956.75,0
7657,15575146,Jamieson,492,Germany,Male,51,8,117808.74,2,1,1,67311.12,0
7658,15608916,Ndubueze,573,France,Male,40,7,147754.68,1,1,1,110454.46,0
7659,15666297,Abramova,706,Spain,Female,53,3,0,3,0,0,88479.02,1
7660,15598586,Wetherspoon,680,France,Male,31,10,113292.17,1,1,1,122639.73,0
7661,15665014,Middleton,458,Spain,Male,36,5,0,2,1,0,79723.78,0
7662,15701738,Arcuri,612,Germany,Male,44,2,115163.38,1,1,1,97677.52,1
7663,15650591,Calabrese,809,Germany,Male,50,10,118098.62,1,1,1,100720.02,1
7664,15652667,Hampton,590,France,Male,39,9,0,2,1,1,104730.52,0
7665,15679622,Clayton,602,France,Male,35,8,0,1,1,1,22499.29,0
7666,15730150,Otutodilichukwu,540,Spain,Male,37,0,120825.7,1,1,0,28257.89,0
7667,15813192,Chukwuemeka,494,France,Male,25,6,0,2,0,1,109988.09,0
7668,15606554,Douglas,797,France,Male,29,1,0,1,0,1,149991.32,0
7669,15611794,Galloway,526,Germany,Male,61,6,133845.28,2,1,1,45180.8,0
7670,15672357,Sochima,631,Spain,Male,38,7,0,2,1,0,181605.85,0
7671,15711759,Wilkins,576,France,Female,29,5,108541.04,1,1,1,126469.09,0
7672,15615296,Rice,405,France,Male,39,10,0,1,1,0,160810.85,1
7673,15699294,Pope,555,France,Male,30,1,0,2,0,0,88146.86,0
7674,15788634,Romani,750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0
7675,15660871,Ch'ang,665,France,Male,28,8,137300.23,1,1,0,90174.83,0
7676,15618258,Chizuoke,640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0
7677,15722535,Ireland,457,France,Female,33,7,127837.54,1,0,1,60013.17,0
7678,15711977,Finch,695,France,Male,36,4,161533,1,1,0,100940.91,0
7679,15690169,Meng,645,France,Male,31,7,161171.7,2,1,0,12599.94,1
